meds_count,mae,rmse,prec,recall
10,0.7332979851537645,1.0041800229828286,0.3909862142099682,0.3909862142099682
15,0.7324496288441146,1.004707899812108,0.39257688229056203,0.39257688229056203
20,0.7330858960763521,1.0065006101641814,0.39247083775185576,0.39247083775185576
25,0.7323435843054082,1.0054991954374954,0.39321314952279957,0.39321314952279957
30,0.7335100742311771,1.0063952450123446,0.39247083775185576,0.39247083775185576
35,0.7369034994697773,1.0086056017141287,0.38992576882290564,0.38992576882290564
40,0.7355179704016913,1.0084212013037512,0.3914376321353066,0.3914376321353066
45,0.7349946977730647,1.0082901331347451,0.392152704135737,0.392152704135737
50,0.7363636363636363,1.009049958219026,0.3904862579281184,0.3904862579281184
55,0.7395767195767196,1.0140285835487914,0.3905820105820106,0.3905820105820106
60,0.7409523809523809,1.0132456102380443,0.3873015873015873,0.3873015873015873
65,0.7467724867724868,1.0158010887235018,0.3819047619047619,0.3819047619047619
70,0.7379237288135593,1.0105376987910772,0.3903601694915254,0.3903601694915254
75,0.7428571428571429,1.0154364141151877,0.3873015873015873,0.3873015873015873
80,0.7418432203389831,1.0156091100451885,0.38866525423728815,0.38866525423728815
85,0.739493136219641,1.0142074167871695,0.3914466737064414,0.3914466737064414
90,0.7425554382259768,1.0183117485906985,0.39028511087645196,0.39028511087645196
95,0.7416842105263158,1.0133841169176931,0.3888421052631579,0.3888421052631579
100,0.7437632135306554,1.016564707973294,0.38678646934460886,0.38678646934460886
105,0.7495258166491043,1.0231771423852685,0.38482613277133826,0.38482613277133826
110,0.7494192185850053,1.0218830579672542,0.3842661034846885,0.3842661034846885
115,0.7450526315789474,1.0217631819555841,0.3891578947368421,0.3891578947368421
120,0.7454258675078864,1.0150808165574834,0.38422712933753944,0.38422712933753944
125,0.7452155625657203,1.0197317228273737,0.38811777076761306,0.38811777076761306
130,0.7484784889821616,1.020822045964823,0.3846799580272823,0.3846799580272823
135,0.7452830188679245,1.0196188707107348,0.38857442348008386,0.38857442348008386
140,0.749578947368421,1.0226384863108813,0.3857894736842105,0.3857894736842105
145,0.7466527196652719,1.0229582174479812,0.3890167364016736,0.3890167364016736
150,0.7528795811518325,1.0270682109517575,0.3842931937172775,0.3842931937172775
155,0.7531512605042017,1.02469507659596,0.3820378151260504,0.3820378151260504
160,0.7491099476439791,1.0242095662519923,0.3863874345549738,0.3863874345549738
165,0.7589098532494759,1.0326940607269883,0.3812368972746331,0.3812368972746331
170,0.7566492146596858,1.0340789968506994,0.3849214659685864,0.3849214659685864
175,0.75625,1.032392044396572,0.38333333333333336,0.38333333333333336
180,0.7550785340314136,1.028239994802281,0.38230366492146595,0.38230366492146595
185,0.7540794979079498,1.0320694569730937,0.3865062761506276,0.3865062761506276
190,0.7594566353187043,1.033200180183007,0.38098223615464993,0.38098223615464993
195,0.7618106139438086,1.035830511770871,0.37970863683662853,0.37970863683662853
200,0.7542143600416233,1.028116692502707,0.38407908428720083,0.38407908428720083
205,0.7632231404958678,1.039707524036058,0.3803719008264463,0.3803719008264463
210,0.7533609100310238,1.0280954973167111,0.3842812823164426,0.3842812823164426
215,0.7617219917012448,1.0333143709499149,0.3784232365145228,0.3784232365145228
220,0.7591097308488612,1.0359480709944402,0.3836438923395445,0.3836438923395445
225,0.7562628336755647,1.0320331401966052,0.38408624229979466,0.38408624229979466
230,0.7617283950617284,1.0341892114612687,0.37736625514403294,0.37736625514403294
235,0.7615621788283659,1.0384192271256014,0.38242548818088384,0.38242548818088384
240,0.768,1.046312205208957,0.3802051282051282,0.3802051282051282
245,0.7617919670442842,1.037057947467627,0.3822863027806385,0.3822863027806385
250,0.7671120246659815,1.0450293445330863,0.3799588900308325,0.3799588900308325
255,0.7635437881873727,1.0383678246688577,0.380040733197556,0.380040733197556
