k,mae,rmse,prec,recall
10,0.7283138918345705,1.007501029526168,0.400424178154825,0.400424178154825
15,0.7237539766702015,1.0028062427764555,0.4029692470837752,0.4029692470837752
20,0.7205726405090138,0.9969731497356101,0.40233297985153765,0.40233297985153765
25,0.7181336161187699,0.9967071980276916,0.4054082714740191,0.4054082714740191
30,0.7185577942735949,0.9950034237939143,0.4031813361611877,0.4031813361611877
35,0.7220572640509014,0.9971858600324056,0.4,0.4
40,0.71983032873807,0.9960686242100677,0.4020148462354189,0.4020148462354189
45,0.7208907741251326,0.9953231036170362,0.40010604453870624,0.40010604453870624
50,0.7219512195121951,0.9956426807977282,0.39893955461293745,0.39893955461293745
55,0.7222693531283139,0.9943104315848399,0.3975609756097561,0.3975609756097561
60,0.7216330858960763,0.9956959336889918,0.39904559915164367,0.39904559915164367
65,0.7231177094379639,0.9962283060382573,0.3979851537645811,0.3979851537645811
70,0.7222693531283139,0.9954829050315069,0.3986214209968187,0.3986214209968187
75,0.7229056203605514,0.9969731497356101,0.3988335100742312,0.3988335100742312
80,0.7219512195121951,0.9956426807977282,0.39904559915164367,0.39904559915164367
85,0.7231177094379639,0.9964411753368488,0.3980911983032874,0.3980911983032874
90,0.7236479321314953,0.9964943855563798,0.39766702014846234,0.39766702014846234
95,0.7247083775185578,0.9967071980276916,0.3963944856839873,0.3963944856839873
100,0.7238600212089077,0.9952165550855939,0.3963944856839873,0.3963944856839873
105,0.7246023329798515,0.9972921981676087,0.39692470837751853,0.39692470837751853
110,0.7254506892895016,0.9972921981676087,0.39565217391304347,0.39565217391304347
115,0.7236479321314953,0.9962815276268863,0.39724284199363735,0.39724284199363735
120,0.7251325556733829,0.9975579939128913,0.396288441145281,0.396288441145281
125,0.7257688229056204,0.9983018455163748,0.39597030752916224,0.39597030752916224
130,0.7258748674443266,0.998248731640914,0.395864262990456,0.395864262990456
135,0.7253446447507953,0.9972390305173954,0.39575821845174974,0.39575821845174974
140,0.7254506892895016,0.997611144563962,0.395864262990456,0.395864262990456
145,0.7260869565217392,0.9980362478727256,0.3955461293743372,0.3955461293743372
150,0.7246023329798515,0.9973985249655192,0.39692470837751853,0.39692470837751853
155,0.7249204665959703,0.9976642923834274,0.39660657476139977,0.39660657476139977
160,0.7246023329798515,0.9972921981676087,0.3968186638388123,0.3968186638388123
165,0.7246023329798515,0.9979299890225045,0.39734888653234357,0.39734888653234357
170,0.724390243902439,0.9975048404297625,0.39724284199363735,0.39724284199363735
175,0.7249204665959703,0.9974516841141227,0.39650053022269355,0.39650053022269355
180,0.7246023329798515,0.9964411753368488,0.3960763520678685,0.3960763520678685
185,0.723966065747614,0.9960153912450503,0.3968186638388123,0.3968186638388123
190,0.724390243902439,0.9972921981676087,0.39724284199363735,0.39724284199363735
195,0.7234358430540827,0.9962815276268863,0.39766702014846234,0.39766702014846234
200,0.7233297985153765,0.995908916778848,0.3975609756097561,0.3975609756097561
205,0.7238600212089077,0.996813587225628,0.3975609756097561,0.3975609756097561
210,0.7233297985153765,0.996121854330304,0.3978791092258749,0.3978791092258749
215,0.7232237539766702,0.9964943855563798,0.39840933191940614,0.39840933191940614
220,0.7227995758218452,0.9960686242100677,0.3987274655355249,0.3987274655355249
225,0.7235418875927889,0.9969731497356101,0.39840933191940614,0.39840933191940614
230,0.7232237539766702,0.9967071980276916,0.3986214209968187,0.3986214209968187
235,0.7233297985153765,0.9964411753368488,0.39819724284199365,0.39819724284199365
240,0.7238600212089077,0.9972390305173954,0.3980911983032874,0.3980911983032874
245,0.7237539766702015,0.9966539991699757,0.39766702014846234,0.39766702014846234
250,0.723966065747614,0.9965475929347746,0.39724284199363735,0.39724284199363735
255,0.7248144220572641,0.9975048404297625,0.39692470837751853,0.39692470837751853
260,0.7254506892895016,0.9984611701901674,0.3968186638388123,0.3968186638388123
265,0.7251325556733829,0.9979831198618353,0.3968186638388123,0.3968186638388123
270,0.7253446447507953,0.9977705795293511,0.396288441145281,0.396288441145281
275,0.7254506892895016,0.9981424954109914,0.39650053022269355,0.39650053022269355
280,0.7256627783669141,0.9981424954109914,0.3960763520678685,0.3960763520678685
285,0.7249204665959703,0.9977705795293511,0.3968186638388123,0.3968186638388123
290,0.7256627783669141,0.9984611701901674,0.3963944856839873,0.3963944856839873
295,0.7254506892895016,0.998673563549343,0.3968186638388123,0.3968186638388123
300,0.7260869565217392,0.9988859117472669,0.3961823966065748,0.3961823966065748
305,0.7260869565217392,0.9990982148127349,0.396288441145281,0.396288441145281
310,0.7267232237539767,0.999628775210606,0.39597030752916224,0.39597030752916224
315,0.7271474019088017,1.0002650762140661,0.395864262990456,0.395864262990456
320,0.7273594909862142,0.9999469763248918,0.3955461293743372,0.3955461293743372
325,0.727677624602333,0.9998939498379753,0.3951219512195122,0.3951219512195122
330,0.7274655355249204,0.9997878884269278,0.3953340402969247,0.3953340402969247
335,0.7282078472958643,1.000371087032679,0.39480381760339345,0.39480381760339345
340,0.7283138918345705,1.0006360649429318,0.39480381760339345,0.39480381760339345
345,0.727677624602333,0.9998939498379753,0.39490986214209967,0.39490986214209967
350,0.728101802757158,1.0006360649429318,0.39501590668080594,0.39501590668080594
355,0.727677624602333,1.000212066591293,0.39522799575821843,0.39522799575821843
360,0.7282078472958643,1.0007950180134761,0.39490986214209967,0.39490986214209967
365,0.7278897136797455,1.0004240882294118,0.3951219512195122,0.3951219512195122
370,0.727677624602333,1.0001060389165803,0.3951219512195122,0.3951219512195122
375,0.7284199363732767,1.0007950180134761,0.3945917285259809,0.3945917285259809
380,0.7285259809119831,1.0009539458420216,0.3945917285259809,0.3945917285259809
385,0.7279957582184517,1.000053020863747,0.3945917285259809,0.3945917285259809
390,0.7277836691410392,1.000053020863747,0.39480381760339345,0.39480381760339345
395,0.7283138918345705,1.0005300821999619,0.3944856839872747,0.3944856839872747
400,0.7279957582184517,1.0005830749746714,0.39501590668080594,0.39501590668080594
405,0.7284199363732767,1.0007950180134761,0.3945917285259809,0.3945917285259809
410,0.728101802757158,1.0007420364618884,0.39501590668080594,0.39501590668080594
415,0.7277836691410392,1.0001590541589467,0.39490986214209967,0.39490986214209967
420,0.7278897136797455,1.0003180830277125,0.39490986214209967,0.39490986214209967
425,0.727677624602333,1.000212066591293,0.3951219512195122,0.3951219512195122
430,0.7279957582184517,1.000371087032679,0.39480381760339345,0.39480381760339345
435,0.7285259809119831,1.0007420364618884,0.3943796394485684,0.3943796394485684
440,0.7285259809119831,1.0008479967603972,0.3944856839872747,0.3944856839872747
445,0.7292682926829268,1.0018540606568997,0.39427359490986214,0.39427359490986214
450,0.7294803817603394,1.0022773643879068,0.3944856839872747,0.3944856839872747
455,0.728950159066808,1.0014835231214616,0.3944856839872747,0.3944856839872747
460,0.7288441145281018,1.0012187694955803,0.3944856839872747,0.3944856839872747
465,0.7286320254506893,1.0016423417068059,0.39490986214209967,0.39490986214209967
470,0.7292682926829268,1.0020657348744861,0.3943796394485684,0.3943796394485684
475,0.7292682926829268,1.0014305779958335,0.3938494167550371,0.3938494167550371
480,0.7294803817603394,1.0018540606568997,0.39395546129374337,0.39395546129374337
485,0.7293743372216331,1.0019069834038612,0.39416755037115586,0.39416755037115586
490,0.7291622481442206,1.0019069834038612,0.3943796394485684,0.3943796394485684
495,0.7303287380699894,1.0029119849861423,0.3936373276776246,0.3936373276776246
500,0.7300106044538707,1.002436057202896,0.3937433722163309,0.3937433722163309
505,0.7302226935312831,1.0027533674900948,0.3937433722163309,0.3937433722163309
510,0.7297985153764581,1.002436057202896,0.39406150583244964,0.39406150583244964
515,0.7306468716861082,1.002859115274991,0.39321314952279957,0.39321314952279957
520,0.7301166489925769,1.0028062427764555,0.3938494167550371,0.3938494167550371
525,0.7304347826086957,1.0026476085521339,0.3934252386002121,0.3934252386002121
530,0.7305408271474019,1.0029119849861423,0.3934252386002121,0.3934252386002121
535,0.7295864262990456,1.0022244611990183,0.39416755037115586,0.39416755037115586
540,0.7293743372216331,1.0020128205122116,0.39427359490986214,0.39427359490986214
545,0.7295864262990456,1.0023302647845547,0.39427359490986214,0.39427359490986214
550,0.7302226935312831,1.0027533674900948,0.3937433722163309,0.3937433722163309
555,0.7299045599151643,1.002594724899651,0.39406150583244964,0.39406150583244964
560,0.7302226935312831,1.0026476085521339,0.3936373276776246,0.3936373276776246
565,0.7303287380699894,1.0028062427764555,0.3936373276776246,0.3936373276776246
570,0.7301166489925769,1.0023831623894037,0.39353128313891833,0.39353128313891833
575,0.7296924708377519,1.002171555217447,0.39395546129374337,0.39395546129374337
580,0.7300106044538707,1.002541838457578,0.3938494167550371,0.3938494167550371
585,0.7299045599151643,1.0023831623894037,0.3937433722163309,0.3937433722163309
590,0.7303287380699894,1.0028062427764555,0.39353128313891833,0.39353128313891833
595,0.7302226935312831,1.002541838457578,0.3934252386002121,0.3934252386002121
600,0.7297985153764581,1.0023302647845547,0.3938494167550371,0.3938494167550371
605,0.7293743372216331,1.0020128205122116,0.39416755037115586,0.39416755037115586
610,0.7294803817603394,1.0020657348744861,0.39416755037115586,0.39416755037115586
615,0.7296924708377519,1.0019599033554842,0.3937433722163309,0.3937433722163309
620,0.7295864262990456,1.0020128205122116,0.39395546129374337,0.39395546129374337
625,0.7297985153764581,1.0020128205122116,0.3936373276776246,0.3936373276776246
630,0.7296924708377519,1.0020657348744861,0.3938494167550371,0.3938494167550371
635,0.7296924708377519,1.0020657348744861,0.3937433722163309,0.3937433722163309
640,0.7294803817603394,1.0017482067751888,0.3938494167550371,0.3938494167550371
645,0.7299045599151643,1.002171555217447,0.3936373276776246,0.3936373276776246
650,0.7299045599151643,1.0022773643879068,0.3937433722163309,0.3937433722163309
655,0.7296924708377519,1.0020657348744861,0.3938494167550371,0.3938494167550371
660,0.7300106044538707,1.0023302647845547,0.3936373276776246,0.3936373276776246
665,0.7302226935312831,1.0026476085521339,0.3936373276776246,0.3936373276776246
670,0.7297985153764581,1.0022244611990183,0.3938494167550371,0.3938494167550371
675,0.7296924708377519,1.0020657348744861,0.3938494167550371,0.3938494167550371
680,0.7299045599151643,1.0022773643879068,0.3937433722163309,0.3937433722163309
685,0.7295864262990456,1.0021186464427505,0.39406150583244964,0.39406150583244964
690,0.7295864262990456,1.0019069834038612,0.3938494167550371,0.3938494167550371
695,0.7299045599151643,1.0023831623894037,0.3937433722163309,0.3937433722163309
